Mod:Item:MetaData, Localized Name
conarm:chest_core:0, Palis Crystal Chestplate Core
conarm:chest_core:0, Diamatine Crystal Chestplate Core
conarm:chest_core:0, Void Crystal Chestplate Core
conarm:chest_core:0, Emeradic Crystal Chestplate Core
conarm:chest_core:0, Enori Crystal Chestplate Core
conarm:chest_core:0, Sunnarium Chestplate Core
conarm:chest_core:0, Sky Stone Chestplate Core
conarm:chest_core:0, Certus Quartz Chestplate Core
conarm:chest_core:0, Fluix Chestplate Core
conarm:chest_core:0, Fluix Steel Chestplate Core
conarm:chest_core:0, Aquamarine Chestplate Core
conarm:chest_core:0, Starmetal Chestplate Core
conarm:chest_core:0, Crystal Matrix Chestplate Core
conarm:chest_core:0, Neutronium Chestplate Core
conarm:chest_core:0, Infinity Chestplate Core
conarm:chest_core:0, Bound Chestplate Core
conarm:chest_core:0, Sentient Chestplate Core
conarm:chest_core:0, Livingrock Chestplate Core
conarm:chest_core:0, Livingwood Chestplate Core
conarm:chest_core:0, Dreamwood Chestplate Core
conarm:chest_core:0, Manasteel Chestplate Core
conarm:chest_core:0, Terrasteel Chestplate Core
conarm:chest_core:0, Elementium Chestplate Core
conarm:chest_core:0, Draconium Chestplate Core
conarm:chest_core:0, Wyvern Chestplate Core
conarm:chest_core:0, Draconic Chestplate Core
conarm:chest_core:0, Chaotic Chestplate Core
conarm:chest_core:0, Litherite Chestplate Core
conarm:chest_core:0, Erodium Chestplate Core
conarm:chest_core:0, Kyronite Chestplate Core
conarm:chest_core:0, Pladium Chestplate Core
conarm:chest_core:0, Ionite Chestplate Core
conarm:chest_core:0, Aethium Chestplate Core
conarm:chest_core:0, Lonsdaleite Chestplate Core
conarm:chest_core:0, Mica Chestplate Core
conarm:chest_core:0, Apatite Chestplate Core
conarm:chest_core:0, Essence-Infused Chestplate Core
conarm:chest_core:0, Meaty Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Pink Metal Chestplate Core
conarm:chest_core:0, Rubber Chestplate Core
conarm:chest_core:0, Advanced Alloy Chestplate Core
conarm:chest_core:0, Energium Chestplate Core
conarm:chest_core:0, Carbon Fiber Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, UU-Metal Chestplate Core
conarm:chest_core:0, Osmium Chestplate Core
conarm:chest_core:0, Refined Obsidian Chestplate Core
conarm:chest_core:0, Refined Glowstone Chestplate Core
conarm:chest_core:0, HDPE Chestplate Core
conarm:chest_core:0, Dark Matter Chestplate Core
conarm:chest_core:0, Red Matter Chestplate Core
conarm:chest_core:0, Fluxed Electrum Chestplate Core
conarm:chest_core:0, Flux Crystal Chestplate Core
conarm:chest_core:0, Gelid Enderium Chestplate Core
conarm:chest_core:0, Gelid Gem Chestplate Core
conarm:chest_core:0, Thaumium Chestplate Core
conarm:chest_core:0, Void Metal Chestplate Core
conarm:chest_core:0, Primal Metal Chestplate Core
conarm:chest_core:0, Enchanted Fabric Chestplate Core
conarm:chest_core:0, Tin Chestplate Core
conarm:chest_core:0, Aluminium Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Platinum Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Constantan Chestplate Core
conarm:chest_core:0, Signalum Chestplate Core
conarm:chest_core:0, Lumium Chestplate Core
conarm:chest_core:0, Enderium Chestplate Core
conarm:chest_core:0, Alumite Chestplate Core
conarm:chest_core:0, Osgloglas Chestplate Core
conarm:chest_core:0, Osmiridium Chestplate Core
conarm:chest_core:0, Psimetal Chestplate Core
conarm:chest_core:0, Psigem Chestplate Core
conarm:chest_core:0, Desh Chestplate Core
conarm:chest_core:0, Titanium Chestplate Core
conarm:chest_core:0, Mirion Chestplate Core
conarm:chest_core:0, Emerald Chestplate Core
conarm:leggings_core:0, Fusewood Leggings Core
conarm:leggings_core:0, Darkwood Leggings Core
conarm:leggings_core:0, Bloodwood Leggings Core
conarm:leggings_core:0, Ghostwood Leggings Core
conarm:leggings_core:0, Electrical Leggings Core
conarm:leggings_core:0, Energetic Leggings Core
conarm:leggings_core:0, Vibrant Leggings Core
conarm:leggings_core:0, Red Leggings Core
conarm:leggings_core:0, Conductive Leggings Core
conarm:leggings_core:0, Pulsating Leggings Core
conarm:leggings_core:0, Dark Leggings Core
conarm:leggings_core:0, Souled Leggings Core
conarm:leggings_core:0, Leggings Core of the End
conarm:leggings_core:0, Fake-Iron Leggings Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Magical Wooden Leggings Core
conarm:leggings_core:0, Evil Infused Leggings Core
conarm:leggings_core:0, Enchanted Leggings Core
conarm:leggings_core:0, Demonic Leggings Core
conarm:leggings_core:0, Black Quartz Leggings Core
conarm:leggings_core:0, Restonia Crystal Leggings Core
conarm:leggings_core:0, Palis Crystal Leggings Core
conarm:leggings_core:0, Diamatine Crystal Leggings Core
conarm:leggings_core:0, Void Crystal Leggings Core
conarm:leggings_core:0, Emeradic Crystal Leggings Core
conarm:leggings_core:0, Enori Crystal Leggings Core
conarm:leggings_core:0, Sunnarium Leggings Core
conarm:leggings_core:0, Sky Stone Leggings Core
conarm:leggings_core:0, Certus Quartz Leggings Core
conarm:leggings_core:0, Fluix Leggings Core
conarm:leggings_core:0, Fluix Steel Leggings Core
conarm:leggings_core:0, Aquamarine Leggings Core
conarm:leggings_core:0, Starmetal Leggings Core
conarm:leggings_core:0, Crystal Matrix Leggings Core
conarm:leggings_core:0, Neutronium Leggings Core
conarm:leggings_core:0, Infinity Leggings Core
conarm:leggings_core:0, Bound Leggings Core
conarm:leggings_core:0, Sentient Leggings Core
conarm:leggings_core:0, Livingrock Leggings Core
conarm:leggings_core:0, Livingwood Leggings Core
conarm:leggings_core:0, Dreamwood Leggings Core
conarm:leggings_core:0, Manasteel Leggings Core
conarm:leggings_core:0, Terrasteel Leggings Core
conarm:leggings_core:0, Elementium Leggings Core
conarm:leggings_core:0, Draconium Leggings Core
conarm:leggings_core:0, Wyvern Leggings Core
conarm:leggings_core:0, Draconic Leggings Core
conarm:leggings_core:0, Chaotic Leggings Core
conarm:leggings_core:0, Litherite Leggings Core
conarm:leggings_core:0, Erodium Leggings Core
conarm:leggings_core:0, Kyronite Leggings Core
conarm:leggings_core:0, Pladium Leggings Core
conarm:leggings_core:0, Ionite Leggings Core
conarm:leggings_core:0, Aethium Leggings Core
conarm:leggings_core:0, Lonsdaleite Leggings Core
conarm:leggings_core:0, Mica Leggings Core
conarm:leggings_core:0, Apatite Leggings Core
conarm:leggings_core:0, Essence-Infused Leggings Core
conarm:leggings_core:0, Meaty Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Pink Metal Leggings Core
conarm:leggings_core:0, Rubber Leggings Core
conarm:leggings_core:0, Advanced Alloy Leggings Core
conarm:leggings_core:0, Energium Leggings Core
conarm:leggings_core:0, Carbon Fiber Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, UU-Metal Leggings Core
conarm:leggings_core:0, Osmium Leggings Core
conarm:leggings_core:0, Refined Obsidian Leggings Core
conarm:leggings_core:0, Refined Glowstone Leggings Core
conarm:leggings_core:0, HDPE Leggings Core
conarm:leggings_core:0, Dark Matter Leggings Core
conarm:leggings_core:0, Red Matter Leggings Core
conarm:leggings_core:0, Fluxed Electrum Leggings Core
conarm:leggings_core:0, Flux Crystal Leggings Core
conarm:leggings_core:0, Gelid Enderium Leggings Core
conarm:leggings_core:0, Gelid Gem Leggings Core
conarm:leggings_core:0, Thaumium Leggings Core
conarm:leggings_core:0, Void Metal Leggings Core
conarm:leggings_core:0, Primal Metal Leggings Core
conarm:leggings_core:0, Enchanted Fabric Leggings Core
conarm:leggings_core:0, Tin Leggings Core
conarm:leggings_core:0, Aluminium Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Platinum Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Constantan Leggings Core
conarm:leggings_core:0, Signalum Leggings Core
conarm:leggings_core:0, Lumium Leggings Core
conarm:leggings_core:0, Enderium Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Osgloglas Leggings Core
conarm:leggings_core:0, Osmiridium Leggings Core
conarm:leggings_core:0, Psimetal Leggings Core
conarm:leggings_core:0, Psigem Leggings Core
conarm:leggings_core:0, Desh Leggings Core
conarm:leggings_core:0, Titanium Leggings Core
conarm:leggings_core:0, Mirion Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:boots_core:0, Fusewood Boots Core
conarm:boots_core:0, Darkwood Boots Core
conarm:boots_core:0, Bloodwood Boots Core
conarm:boots_core:0, Ghostwood Boots Core
conarm:boots_core:0, Electrical Boots Core
conarm:boots_core:0, Energetic Boots Core
conarm:boots_core:0, Vibrant Boots Core
conarm:boots_core:0, Red Boots Core
conarm:boots_core:0, Conductive Boots Core
conarm:boots_core:0, Pulsating Boots Core
conarm:boots_core:0, Dark Boots Core
conarm:boots_core:0, Souled Boots Core
conarm:boots_core:0, Boots Core of the End
conarm:boots_core:0, Fake-Iron Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Magical Wooden Boots Core
conarm:boots_core:0, Evil Infused Boots Core
conarm:boots_core:0, Enchanted Boots Core
conarm:boots_core:0, Demonic Boots Core
conarm:boots_core:0, Black Quartz Boots Core
conarm:boots_core:0, Restonia Crystal Boots Core
conarm:boots_core:0, Palis Crystal Boots Core
conarm:boots_core:0, Diamatine Crystal Boots Core
conarm:boots_core:0, Void Crystal Boots Core
conarm:boots_core:0, Emeradic Crystal Boots Core
conarm:boots_core:0, Enori Crystal Boots Core
conarm:boots_core:0, Sunnarium Boots Core
conarm:boots_core:0, Sky Stone Boots Core
conarm:boots_core:0, Certus Quartz Boots Core
conarm:boots_core:0, Fluix Boots Core
conarm:boots_core:0, Fluix Steel Boots Core
conarm:boots_core:0, Aquamarine Boots Core
conarm:boots_core:0, Starmetal Boots Core
conarm:boots_core:0, Crystal Matrix Boots Core
conarm:boots_core:0, Neutronium Boots Core
conarm:boots_core:0, Infinity Boots Core
conarm:boots_core:0, Bound Boots Core
conarm:boots_core:0, Sentient Boots Core
conarm:boots_core:0, Livingrock Boots Core
conarm:boots_core:0, Livingwood Boots Core
conarm:boots_core:0, Dreamwood Boots Core
conarm:boots_core:0, Manasteel Boots Core
conarm:boots_core:0, Terrasteel Boots Core
conarm:boots_core:0, Elementium Boots Core
conarm:boots_core:0, Draconium Boots Core
conarm:boots_core:0, Wyvern Boots Core
conarm:boots_core:0, Draconic Boots Core
conarm:boots_core:0, Chaotic Boots Core
conarm:boots_core:0, Litherite Boots Core
conarm:boots_core:0, Erodium Boots Core
conarm:boots_core:0, Kyronite Boots Core
conarm:boots_core:0, Pladium Boots Core
conarm:boots_core:0, Ionite Boots Core
conarm:boots_core:0, Aethium Boots Core
conarm:boots_core:0, Lonsdaleite Boots Core
conarm:boots_core:0, Mica Boots Core
conarm:boots_core:0, Apatite Boots Core
conarm:boots_core:0, Essence-Infused Boots Core
conarm:boots_core:0, Meaty Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Pink Metal Boots Core
conarm:boots_core:0, Rubber Boots Core
conarm:boots_core:0, Advanced Alloy Boots Core
conarm:boots_core:0, Energium Boots Core
conarm:boots_core:0, Carbon Fiber Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, UU-Metal Boots Core
conarm:boots_core:0, Osmium Boots Core
conarm:boots_core:0, Refined Obsidian Boots Core
conarm:boots_core:0, Refined Glowstone Boots Core
conarm:boots_core:0, HDPE Boots Core
conarm:boots_core:0, Dark Matter Boots Core
conarm:boots_core:0, Red Matter Boots Core
conarm:boots_core:0, Fluxed Electrum Boots Core
conarm:boots_core:0, Flux Crystal Boots Core
conarm:boots_core:0, Gelid Enderium Boots Core
conarm:boots_core:0, Gelid Gem Boots Core
conarm:boots_core:0, Thaumium Boots Core
conarm:boots_core:0, Void Metal Boots Core
conarm:boots_core:0, Primal Metal Boots Core
conarm:boots_core:0, Enchanted Fabric Boots Core
conarm:boots_core:0, Tin Boots Core
conarm:boots_core:0, Aluminium Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Osgloglas Boots Core
conarm:boots_core:0, Osmiridium Boots Core
conarm:boots_core:0, Psimetal Boots Core
conarm:boots_core:0, Psigem Boots Core
conarm:boots_core:0, Desh Boots Core
conarm:boots_core:0, Titanium Boots Core
conarm:boots_core:0, Mirion Boots Core
conarm:boots_core:0, Emerald Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Fusewood Polishing Kit
conarm:polishing_kit:0, Darkwood Polishing Kit
conarm:polishing_kit:0, Bloodwood Polishing Kit
conarm:polishing_kit:0, Ghostwood Polishing Kit
conarm:polishing_kit:0, Electrical Polishing Kit
conarm:polishing_kit:0, Energetic Polishing Kit
conarm:polishing_kit:0, Vibrant Polishing Kit
conarm:polishing_kit:0, Red Polishing Kit
conarm:polishing_kit:0, Conductive Polishing Kit
conarm:polishing_kit:0, Pulsating Polishing Kit
conarm:polishing_kit:0, Dark Polishing Kit
conarm:polishing_kit:0, Souled Polishing Kit
conarm:polishing_kit:0, Polishing Kit of the End
conarm:polishing_kit:0, Fake-Iron Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Magical Wooden Polishing Kit
conarm:polishing_kit:0, Evil Infused Polishing Kit
conarm:polishing_kit:0, Enchanted Polishing Kit
conarm:polishing_kit:0, Demonic Polishing Kit
conarm:polishing_kit:0, Black Quartz Polishing Kit
conarm:polishing_kit:0, Restonia Crystal Polishing Kit
conarm:polishing_kit:0, Palis Crystal Polishing Kit
conarm:polishing_kit:0, Diamatine Crystal Polishing Kit
conarm:polishing_kit:0, Void Crystal Polishing Kit
conarm:polishing_kit:0, Emeradic Crystal Polishing Kit
conarm:polishing_kit:0, Enori Crystal Polishing Kit
conarm:polishing_kit:0, Sunnarium Polishing Kit
conarm:polishing_kit:0, Sky Stone Polishing Kit
conarm:polishing_kit:0, Certus Quartz Polishing Kit
conarm:polishing_kit:0, Fluix Polishing Kit
conarm:polishing_kit:0, Fluix Steel Polishing Kit
conarm:polishing_kit:0, Aquamarine Polishing Kit
conarm:polishing_kit:0, Starmetal Polishing Kit
conarm:polishing_kit:0, Crystal Matrix Polishing Kit
conarm:polishing_kit:0, Neutronium Polishing Kit
conarm:polishing_kit:0, Infinity Polishing Kit
conarm:polishing_kit:0, Bound Polishing Kit
conarm:polishing_kit:0, Sentient Polishing Kit
conarm:polishing_kit:0, Livingrock Polishing Kit
conarm:polishing_kit:0, Livingwood Polishing Kit
conarm:polishing_kit:0, Dreamwood Polishing Kit
conarm:polishing_kit:0, Manasteel Polishing Kit
conarm:polishing_kit:0, Terrasteel Polishing Kit
conarm:polishing_kit:0, Elementium Polishing Kit
conarm:polishing_kit:0, Draconium Polishing Kit
conarm:polishing_kit:0, Wyvern Polishing Kit
conarm:polishing_kit:0, Draconic Polishing Kit
conarm:polishing_kit:0, Chaotic Polishing Kit
conarm:polishing_kit:0, Litherite Polishing Kit
conarm:polishing_kit:0, Erodium Polishing Kit
conarm:polishing_kit:0, Kyronite Polishing Kit
conarm:polishing_kit:0, Pladium Polishing Kit
conarm:polishing_kit:0, Ionite Polishing Kit
conarm:polishing_kit:0, Aethium Polishing Kit
conarm:polishing_kit:0, Lonsdaleite Polishing Kit
conarm:polishing_kit:0, Mica Polishing Kit
conarm:polishing_kit:0, Apatite Polishing Kit
conarm:polishing_kit:0, Essence-Infused Polishing Kit
conarm:polishing_kit:0, Meaty Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Pink Metal Polishing Kit
conarm:polishing_kit:0, Rubber Polishing Kit
conarm:polishing_kit:0, Advanced Alloy Polishing Kit
conarm:polishing_kit:0, Energium Polishing Kit
conarm:polishing_kit:0, Carbon Fiber Polishing Kit
conarm:polishing_kit:0, Iridium Polishing Kit
conarm:polishing_kit:0, UU-Metal Polishing Kit
conarm:polishing_kit:0, Osmium Polishing Kit
conarm:polishing_kit:0, Refined Obsidian Polishing Kit
conarm:polishing_kit:0, Refined Glowstone Polishing Kit
conarm:polishing_kit:0, HDPE Polishing Kit
conarm:polishing_kit:0, Dark Matter Polishing Kit
conarm:polishing_kit:0, Red Matter Polishing Kit
conarm:polishing_kit:0, Fluxed Electrum Polishing Kit
conarm:polishing_kit:0, Flux Crystal Polishing Kit
conarm:polishing_kit:0, Gelid Enderium Polishing Kit
conarm:polishing_kit:0, Gelid Gem Polishing Kit
conarm:polishing_kit:0, Thaumium Polishing Kit
conarm:polishing_kit:0, Void Metal Polishing Kit
conarm:polishing_kit:0, Primal Metal Polishing Kit
conarm:polishing_kit:0, Enchanted Fabric Polishing Kit
conarm:polishing_kit:0, Tin Polishing Kit
conarm:polishing_kit:0, Aluminium Polishing Kit
conarm:polishing_kit:0, Nickel Polishing Kit
conarm:polishing_kit:0, Platinum Polishing Kit
conarm:polishing_kit:0, Invar Polishing Kit
conarm:polishing_kit:0, Constantan Polishing Kit
conarm:polishing_kit:0, Signalum Polishing Kit
conarm:polishing_kit:0, Lumium Polishing Kit
conarm:polishing_kit:0, Enderium Polishing Kit
conarm:polishing_kit:0, Alumite Polishing Kit
conarm:polishing_kit:0, Osgloglas Polishing Kit
conarm:polishing_kit:0, Osmiridium Polishing Kit
conarm:polishing_kit:0, Psimetal Polishing Kit
conarm:polishing_kit:0, Psigem Polishing Kit
conarm:polishing_kit:0, Desh Polishing Kit
conarm:polishing_kit:0, Titanium Polishing Kit
conarm:polishing_kit:0, Mirion Polishing Kit
conarm:polishing_kit:0, Emerald Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
akashictome:tome, item.tome.name
morphtool:tool, item.tool.name
psi:material:0, Psidust
psi:material:1, Psimetal Ingot
psi:material:2, Psigem
psi:material:3, Ebony Psimetal Ingot
psi:material:4, Ivory Psimetal Ingot
psi:material:5, Ebony Substance
psi:material:6, Ivory Substance
psi:cad_assembly:0, Iron CAD Assembly
psi:cad_assembly:1, Gold CAD Assembly
psi:cad_assembly:2, Psimetal CAD Assembly
psi:cad_assembly:3, Ebony Psimetal CAD Assembly
psi:cad_assembly:4, Ivory Psimetal CAD Assembly
psi:cad_assembly:5, Creative CAD Assembly
psi:cad_core:0, Basic CAD Core
psi:cad_core:1, Overclocked CAD Core
psi:cad_core:2, Conductive CAD Core
psi:cad_core:3, Hyperclocked CAD Core
psi:cad_core:4, Radiative CAD Core
psi:cad_socket:0, Basic CAD Socket
psi:cad_socket:1, Signaling CAD Socket
psi:cad_socket:2, Large CAD Socket
psi:cad_socket:3, Transmissive CAD Socket
psi:cad_socket:4, Huge CAD Socket
psi:cad_battery:0, Basic CAD Battery
psi:cad_battery:1, Extended CAD Battery
psi:cad_battery:2, Ultradense CAD Battery
psi:cad_colorizer_:0, White CAD Colorizer
psi:cad_colorizer_:1, Orange CAD Colorizer
psi:cad_colorizer_:2, Magenta CAD Colorizer
psi:cad_colorizer_:3, Light Blue CAD Colorizer
psi:cad_colorizer_:4, Yellow CAD Colorizer
psi:cad_colorizer_:5, Lime CAD Colorizer
psi:cad_colorizer_:6, Pink CAD Colorizer
psi:cad_colorizer_:7, Gray CAD Colorizer
psi:cad_colorizer_:8, Light Gray CAD Colorizer
psi:cad_colorizer_:9, Cyan CAD Colorizer
psi:cad_colorizer_:10, Purple CAD Colorizer
psi:cad_colorizer_:11, Blue CAD Colorizer
psi:cad_colorizer_:12, Brown CAD Colorizer
psi:cad_colorizer_:13, Green CAD Colorizer
psi:cad_colorizer_:14, Red CAD Colorizer
psi:cad_colorizer_:15, Black CAD Colorizer
psi:cad_colorizer_:16, Full-Spectrum CAD Colorizer
psi:cad_colorizer_:17, Psi CAD Colorizer
psi:spell_bullet:0, Spell Bullet
psi:spell_bullet:2, Projectile Spell Bullet
psi:spell_bullet:4, Loopcast Spell Bullet
psi:spell_bullet:6, Circle Spell Bullet
psi:spell_bullet:8, Grenade Spell Bullet
psi:spell_bullet:10, Charge Spell Bullet
psi:spell_bullet:12, Mine Spell Bullet
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, Exosuit Light Sensor
psi:exosuit_sensor:1, Exosuit Water Sensor
psi:exosuit_sensor:2, Exosuit Heat Sensor
psi:exosuit_sensor:3, Exosuit Stress Sensor
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
